Location,Crash Type,Month,Municipality,Year,CrashCount,Latitude,Longitude
CAPILANO RD & MARINE DR & MATHIAS RD & TURNING LANE,Property Damage Only,March    ,NORTH VANCOUVER,2023,4,49.324292,-123.122442
CHESTERFIELD AVE & CHESTERFIELD PL & W ESPLANADE,Property Damage Only,May      ,NORTH VANCOUVER,2023,1,49.312423,-123.082584
AUTOMALL DR & FELL AVE,Property Damage Only,May      ,NORTH VANCOUVER,2023,1,49.315884,-123.094781
MOUNTAIN HWY & ROSS RD,Property Damage Only,May      ,NORTH VANCOUVER,2023,1,49.336246,-123.037946
MAIN ST & MOUNTAIN HWY,Property Damage Only,May      ,NORTH VANCOUVER,2023,2,49.305167,-123.032063
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,May      ,NORTH VANCOUVER,2023,9,49.332551,-123.117171
E 4TH ST & MOODY AVE,Property Damage Only,November ,NORTH VANCOUVER,2023,1,49.309506,-123.06022
COTTON RD & GLADSTONE AVE & TURNING LANE,Property Damage Only,November ,NORTH VANCOUVER,2023,2,49.308144,-123.043782
FELL AVE & MARINE DR & TURNING LANE,Property Damage Only,November ,NORTH VANCOUVER,2023,3,49.321159,-123.094648
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Property Damage Only,November ,NORTH VANCOUVER,2023,7,49.331967,-123.072107
BROOKSBANK AVE & COTTON RD & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.307057,-123.040407
E 2ND ST & ST GEORGES AVE,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.311335,-123.074771
LILLOOET RD & MT SEYMOUR PKY & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.31237,-123.025305
MT SEYMOUR PKY & PLYMOUTH DR,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.315701,-122.987434
BROCKTON CRES & MT SEYMOUR PKY,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.315954,-122.966903
ARBORLYNN DR & MOUNTAIN HWY,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.317043,-123.036063
E 17TH ST & LONSDALE AVE & W 17TH ST,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.324144,-123.072267
E 27TH ST & MOUNTAIN HWY,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.33335,-123.037883
4TH ST & W 2ND ST & W 3RD ST,Property Damage Only,October  ,NORTH VANCOUVER,2023,3,49.319047,-123.089786
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2023,12,49.304852,-123.027413
E 18TH ST & GRAND BLVD E,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.325023,-123.056279
CHESTERFIELD AVE & W 19TH ST,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.326259,-123.07539
FELL AVE & MARINE DR & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2023,2,49.321159,-123.094648
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,February ,NORTH VANCOUVER,2023,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,January  ,NORTH VANCOUVER,2023,1,49.298727,-123.026431
IRONWORKERS MEMORIAL BRIDGE,Property Damage Only,March    ,NORTH VANCOUVER,2023,1,49.298727,-123.026431
CAPILANO RIVER OVERPASS,Property Damage Only,May      ,NORTH VANCOUVER,2023,1,49.332609,-123.117516
W 1ST ST # 000250 TO 000298,Property Damage Only,December ,NORTH VANCOUVER,2022,1,49.31427,-123.084021
INDIAN RIVER DR # 003901 TO 003979,Property Damage Only,December ,NORTH VANCOUVER,2022,1,49.321391,-122.963856
COVE CLIFF RD # 004600 TO 004749,Property Damage Only,December ,NORTH VANCOUVER,2022,1,49.321663,-122.941987
EASTERN AVE # 002700 TO 002899,Property Damage Only,December ,NORTH VANCOUVER,2022,1,49.334881,-123.07043
BERKLEY RD # 000900 TO 000999,Property Damage Only,December ,NORTH VANCOUVER,2022,2,49.315023,-123.005072
BERKLEY RD # 000900 TO 000999,Property Damage Only,November ,NORTH VANCOUVER,2022,1,49.315023,-123.005072
LILLOOET RD # 001050 TO 001076,Property Damage Only,November ,NORTH VANCOUVER,2022,1,49.315992,-123.022952
CHURCHILL CRES # 001000 TO 001099,Property Damage Only,November ,NORTH VANCOUVER,2022,1,49.322908,-123.103564
HARBOURSIDE DR # 000750 TO 000799,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.314536,-123.093796
WEMBLEY DR # 002740 TO 002868,Property Damage Only,October  ,NORTH VANCOUVER,2022,1,49.334101,-123.02412
W 22ND ST # 001050 TO 001099,Property Damage Only,September,NORTH VANCOUVER,2022,1,49.329857,-123.103908
GLADWIN DR # 001100 TO 001198,Property Damage Only,September,NORTH VANCOUVER,2022,1,49.332742,-123.106193
FINTRY PL # 001397 TO 001464,Property Damage Only,September,NORTH VANCOUVER,2022,1,49.337436,-123.113218
LIONS AVE # 004070 TO 004129,Property Damage Only,September,NORTH VANCOUVER,2022,1,49.347281,-123.095598
ALPINE CRT # 000500 TO 000599,Property Damage Only,September,NORTH VANCOUVER,2022,1,49.355493,-123.084231
MARINE DR # 001960 TO 001998,Property Damage Only,September,NORTH VANCOUVER,2022,2,49.324129,-123.121652
CRYSTAL CRT # 000800 TO 000829,Property Damage Only,April    ,NORTH VANCOUVER,2023,1,49.354602,-123.091074
CALVERHALL ST # 001000 TO 001099,Property Damage Only,August   ,NORTH VANCOUVER,2023,1,49.317522,-123.042376
JONES AVE # 001900 TO 001999,Property Damage Only,August   ,NORTH VANCOUVER,2023,1,49.326844,-123.081536
E QUEENS RD # 000100 TO 000199,Property Damage Only,August   ,NORTH VANCOUVER,2023,1,49.336128,-123.070331
EDGEMONT BLVD # 003100 TO 003150,Property Damage Only,August   ,NORTH VANCOUVER,2023,1,49.337813,-123.102335
COLEMAN ST # 001370 TO 001447,Property Damage Only,August   ,NORTH VANCOUVER,2023,1,49.350723,-123.03474
W 1ST ST # 000116 TO 000139,Property Damage Only,December ,NORTH VANCOUVER,2023,1,49.312335,-123.079796
E 15TH ST # 000400 TO 000450,Property Damage Only,December ,NORTH VANCOUVER,2023,1,49.321967,-123.061877
MARINE DR # 001300 TO 001399,Property Damage Only,December ,NORTH VANCOUVER,2023,1,49.323885,-123.11197
W 17TH ST # 000222 TO 000225,Property Damage Only,December ,NORTH VANCOUVER,2023,1,49.324185,-123.076174
W 4TH ST # 000200 TO 000299,Property Damage Only,February ,NORTH VANCOUVER,2023,1,49.316237,-123.080899
KIRKSTONE RD # 002250 TO 002309,Property Damage Only,February ,NORTH VANCOUVER,2023,1,49.329585,-123.046392
E QUEENS RD # 000400 TO 000439,Property Damage Only,February ,NORTH VANCOUVER,2023,1,49.336503,-123.064465
BELVISTA CRES # 000920 TO 000999,Property Damage Only,February ,NORTH VANCOUVER,2023,1,49.353925,-123.096561
MAIN ST # 001500 TO 001519,Property Damage Only,January  ,NORTH VANCOUVER,2023,1,49.305087,-123.031804
BEACHVIEW DR # 000600 TO 000999,Property Damage Only,January  ,NORTH VANCOUVER,2023,1,49.312401,-122.94932
PREMIER ST # 000782 TO 001078,Property Damage Only,January  ,NORTH VANCOUVER,2023,1,49.315661,-123.0277
W KEITH RD # 001030 TO 001129,Property Damage Only,January  ,NORTH VANCOUVER,2023,1,49.325721,-123.103325
E 22ND ST # 000600 TO 000699,Property Damage Only,January  ,NORTH VANCOUVER,2023,1,49.329067,-123.056038
VICTORY SHIP WAY # 000112 TO 000155,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.310208,-123.078468
WHITCHURCH ST # 000810 TO 000899,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.315552,-123.049525
E ST JAMES RD # 000485 TO 000599,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.339218,-123.061873
W 1ST ST # 000822 TO 000849,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.318058,-123.096331
DYCK RD # 001100 TO 001299,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.347165,-123.039636
AUTOMALL DR # 000831 TO 000847,Property Damage Only,March    ,NORTH VANCOUVER,2023,1,49.315948,-123.09881
MARINE DR # 001960 TO 001998,Property Damage Only,March    ,NORTH VANCOUVER,2023,1,49.324129,-123.121652
W 20TH ST # 001100 TO 001199,Property Damage Only,March    ,NORTH VANCOUVER,2023,1,49.32765,-123.106225
W 26TH ST # 000300 TO 000399,Property Damage Only,March    ,NORTH VANCOUVER,2023,1,49.33325,-123.079883
SASAMAT LANE # 000300 TO 000322,Property Damage Only,March    ,NORTH VANCOUVER,2023,1,49.35237,-122.910083
RIVERSIDE DR # 000000 TO 000199,Property Damage Only,May      ,NORTH VANCOUVER,2023,1,49.304995,-123.013869
CALVERHALL ST # 000900 TO 000999,Property Damage Only,May      ,NORTH VANCOUVER,2023,1,49.316136,-123.04549
PEMBERTON AVE # 000150 TO 000299,Property Damage Only,May      ,NORTH VANCOUVER,2023,1,49.318901,-123.107877
W 3RD ST # 000900 TO 000999,Property Damage Only,May      ,NORTH VANCOUVER,2023,1,49.320185,-123.100578
FULLERTON AVE # 002008 TO 002019,Property Damage Only,May      ,NORTH VANCOUVER,2023,1,49.330695,-123.121934
OSPREY CRT # 003600 TO 003669,Property Damage Only,November ,NORTH VANCOUVER,2023,1,49.313699,-122.971089
MARINE DR # 000800 TO 000858,Property Damage Only,November ,NORTH VANCOUVER,2023,1,49.321637,-123.095875
CURLING RD # 002020 TO 002099,Property Damage Only,November ,NORTH VANCOUVER,2023,1,49.326017,-123.123056
WESTVIEW DR # 002600 TO 002639,Property Damage Only,November ,NORTH VANCOUVER,2023,1,49.333629,-123.088118
E 17TH ST # 000120 TO 000139,Property Damage Only,October  ,NORTH VANCOUVER,2023,1,49.324133,-123.071108
VICTORY SHIP WAY # 000156 TO 000199,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.30958,-123.07755
VICTORY SHIP WAY # 000112 TO 000155,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.310208,-123.078468
VIEWLYNN DR # 002400 TO 002629,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.331375,-123.034482
EDGEMONT BLVD # 003500 TO 003749,Property Damage Only,September,NORTH VANCOUVER,2023,1,49.342543,-123.108366
FERN ST & MOUNTAIN HWY,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.311494,-123.032601
MT SEYMOUR PKY & SEYMOUR BLVD & TURNING LANE,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.311704,-123.021179
CHESTERFIELD AVE & W 1ST ST,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.313211,-123.081809
E KEITH RD & MOODY AVE,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.313525,-123.060116
MCCARTNEY LANE & MT SEYMOUR PKY & TOLLCROSS RD,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.315794,-122.993639
FORBES AVE & W 2ND ST,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.316154,-123.085872
DEEP COVE RD & STRATHCONA RD,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.317662,-122.953598
4TH ST & FORBES AVE & W 4TH LANE,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.31789,-123.085799
BEWICKE AVE & W 2ND ST,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.319051,-123.091577
DELBRUCK AVE & W KEITH RD,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.320052,-123.087904
LILLOOET RD & SKEENA RD,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.320087,-123.022608
FELL AVE & MARINE DR & TURNING LANE,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.321159,-123.094648
PEMBERTON AVE & W 15TH ST,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.322044,-123.107785
E 16TH ST & ST GEORGES AVE,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.323052,-123.069175
MACKAY AVE & MARINE DR,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.32359,-123.10122
BRIDGMAN AVE & MARINE DR,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.323878,-123.110573
BEWICKE AVE & LARSON RD & W 16TH ST & W 17TH ST,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.324341,-123.09107
E 18TH ST & SUTHERLAND AVE,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.325004,-123.054643
E 19TH ST & GRAND BLVD,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.326098,-123.060336
E WINDSOR RD & ST GEORGES AVE,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.338329,-123.068595
AYR AVE & CRESCENTVIEW DR & WOODBINE DR,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.338637,-123.101861
E OSBORNE RD & LONSDALE AVE & SANDRINGHAM CRES & W OSBORNE RD,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.340153,-123.071919
CAROLYN DR & EDGEWOOD RD,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.350828,-123.101631
MARINEVIEW CRES & MONTROYAL BLVD,Property Damage Only,May      ,NORTH VANCOUVER,2021,1,49.356266,-123.091675
BEWICKE AVE & MARINE DR & W 2ND LANE & W 3RD ST & W KEITH RD,Property Damage Only,May      ,NORTH VANCOUVER,2021,2,49.319986,-123.0914
CHESTERFIELD AVE & W 13TH ST,Property Damage Only,May      ,NORTH VANCOUVER,2021,2,49.320023,-123.075547
E 15TH ST & GRAND BLVD E,Property Damage Only,May      ,NORTH VANCOUVER,2021,2,49.321874,-123.05633
E 3RD ST & LONSDALE AVE & W 3RD ST,Property Damage Only,May      ,NORTH VANCOUVER,2021,3,49.31343,-123.077042
E 23RD ST & LONSDALE AVE & W 23RD ST,Property Damage Only,May      ,NORTH VANCOUVER,2021,3,49.330237,-123.072132
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,May      ,NORTH VANCOUVER,2021,5,49.332551,-123.117171
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Property Damage Only,May      ,NORTH VANCOUVER,2021,12,49.304852,-123.027413
BROOKSBANK AVE & COTTON RD & TURNING LANE,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.307057,-123.040407
E 3RD ST & KENNARD AVE,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.308405,-123.04693
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.311437,-123.028213
BROOKSBANK AVE & E KEITH RD & HEYWOOD ST & MOUNTAIN HWY,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.313299,-123.040514
DEEP COVE RD & MT SEYMOUR PKY & N DOLLARTON HWY,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.315838,-122.953567
FORBES AVE & W 3RD ST,Property Damage Only,November ,NORTH VANCOUVER,2021,1,49.317265,-123.085826
CAPILANO RD & MARINE DR & MATHIAS RD & TURNING LANE,Property Damage Only,November ,NORTH VANCOUVER,2021,3,49.324292,-123.122442
MT SEYMOUR PKY & RIVERSIDE DR & TURNING LANE,Property Damage Only,November ,NORTH VANCOUVER,2021,4,49.311036,-123.014719
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Property Damage Only,November ,NORTH VANCOUVER,2021,4,49.33199,-123.088135
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Property Damage Only,November ,NORTH VANCOUVER,2021,8,49.304852,-123.027413
OLD DOLLARTON RD & RIVERSIDE DR,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.307651,-123.014758
DOLLARTON HWY & ELLIS ST,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.308811,-122.994112
CHARLOTTE RD & MOUNTAIN HWY,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.309731,-123.032282
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.311437,-123.028213
E 3RD ST & ST GEORGES AVE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.312105,-123.074018
FORBES AVE & MAHON AVE & W ESPLANADE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.31374,-123.085662
LYTTON ST & MT SEYMOUR PKY,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.315281,-123.00129
MT SEYMOUR PKY & PLYMOUTH DR,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.315701,-122.987434
MAHON AVE & W 3RD ST,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.316122,-123.08324
CHESTERFIELD AVE & W 13TH ST,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.320023,-123.075547
W 13TH ST & W 8TH ST,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.320039,-123.07762
E 14TH ST & MOUNTAIN HWY,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.320597,-123.038523
E 14TH LANE & E 14TH ST & LIONS GATE HOSPITAL & ST GEORGES AVE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.321121,-123.069213
FELL AVE & W 16TH ST,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.323237,-123.094577
MARINE DR & PEMBERTON AVE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.323845,-123.107769
MARINE DR & TATLOW AVE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.323938,-123.117544
E 17TH ST & ST GEORGES AVE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.324114,-123.069146
E 19TH ST & MOODY AVE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.326085,-123.05986
E 19TH ST & RIDGEWAY AVE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.326134,-123.062913
E 20TH ST & KIRKSTONE RD & MOUNTAIN HWY,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.327144,-123.038238
E 20TH ST & LONSDALE AVE & W 20TH ST,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.327252,-123.072188
E 21ST ST & LONSDALE AVE & W 21ST ST,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.328258,-123.072147
W 23RD ST & WESTERN AVE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.330257,-123.073704
W 23RD ST & W 24TH CLOSE & WESTVIEW DR,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.330404,-123.088327
LYNN VALLEY RD & WILLIAM AVE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.330485,-123.050554
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.332551,-123.117171
GLADWIN DR & LLOYD AVE & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.332725,-123.104711
MOUNTAIN HWY & ROSS RD,Property Damage Only,October  ,NORTH VANCOUVER,2021,1,49.336246,-123.037946
MAIN ST & MOUNTAIN HWY,Property Damage Only,September,NORTH VANCOUVER,2019,3,49.305167,-123.032063
FELL AVE & MARINE DR & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2019,3,49.321159,-123.094648
FELL AVE & W 16TH ST,Property Damage Only,September,NORTH VANCOUVER,2019,3,49.323237,-123.094577
BOULEVARD CRES & E 21ST ST & GRAND BLVD OFFRAMP & GRAND BLVD ONRAMP & LYNN VALLEY RD & LYNN VALLEY RD ONRAMP & TRANS-CANADA HWY & WILLIAM AVE OFFRAMP & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2019,3,49.328871,-123.053569
E 23RD ST & LONSDALE AVE & W 23RD ST,Property Damage Only,September,NORTH VANCOUVER,2019,7,49.330237,-123.072132
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2019,7,49.332551,-123.117171
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2019,9,49.331967,-123.072107
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2019,10,49.33199,-123.088135
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Property Damage Only,September,NORTH VANCOUVER,2019,12,49.304852,-123.027413
DOLLARTON HWY & RIVERSIDE DR,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.305555,-123.014087
BROOKSBANK AVE & COTTON RD & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.307057,-123.040407
E 2ND ST & LONSDALE AVE & W 2ND ST,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.312668,-123.077854
HARBOURSIDE DR & HARBOURSIDE PL,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.314568,-123.096895
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.31564,-123.037579
ARBORLYNN DR & MOUNTAIN HWY,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.317043,-123.036063
FORBES AVE & W 3RD ST,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.317265,-123.085826
E 10TH LANE & ST GEORGES AVE,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.317359,-123.069318
CHESTERFIELD AVE & W KEITH RD,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.318091,-123.076803
CHESTERFIELD AVE & W 13TH ST,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.320023,-123.075547
E 15TH ST & ST GEORGES AVE,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.32204,-123.069198
E 15TH ST & LONSDALE AVE & W 15TH ST,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.322069,-123.072318
FIR ST & LARSON RD & WESTVIEW DR,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.325164,-123.089494
E 18TH ST & LONSDALE AVE & W 18TH ST,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.325178,-123.07224
PHILIP AVE & W 21ST ST,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.328747,-123.113196
BOULEVARD CRES & E 21ST ST & GRAND BLVD OFFRAMP & GRAND BLVD ONRAMP & LYNN VALLEY RD & LYNN VALLEY RD ONRAMP & TRANS-CANADA HWY & WILLIAM AVE OFFRAMP & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.328871,-123.053569
E 24TH ST & EMERY PL & MOUNTAIN HWY,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.330453,-123.03803
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.331967,-123.072107
E 27TH ST & MOUNTAIN HWY,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.33335,-123.037883
E 29TH ST & FROMME RD,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.335494,-123.043831
FREDERICK RD & MOUNTAIN HWY,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.341619,-123.038018
DEMPSEY RD & MOUNTAIN HWY,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.348072,-123.037784
POWERLINE TRAIL & SKYLINE DR,Property Damage Only,April    ,NORTH VANCOUVER,2020,1,49.357526,-123.082285
MAIN ST & MOUNTAIN HWY,Property Damage Only,April    ,NORTH VANCOUVER,2020,2,49.305167,-123.032063
HARBOUR AVE & MAIN ST,Property Damage Only,April    ,NORTH VANCOUVER,2020,2,49.305823,-123.034207
LYNN AVE & MAIN ST,Property Damage Only,April    ,NORTH VANCOUVER,2020,2,49.306469,-123.036923
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Property Damage Only,April    ,NORTH VANCOUVER,2020,4,49.33199,-123.088135
AMHERST AVE & DOLLARTON HWY & OLD DOLLARTON RD,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.305382,-123.018888
BROOKSBANK AVE & COTTON RD & TURNING LANE,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.307057,-123.040407
E 3RD ST & RIDGEWAY AVE,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.308529,-123.063259
E 3RD ST & ST DAVIDS AVE,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.308674,-123.066073
CARRIE CATES CRT & ROGERS AVE,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.310969,-123.081477
E 3RD ST & ST GEORGES AVE,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.312105,-123.074018
FORBES AVE & MAHON AVE & W ESPLANADE,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.31374,-123.085662
FORBES AVE & W 3RD ST,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.317265,-123.085826
E 15TH ST & ST ANDREWS AVE,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.322011,-123.066122
LLOYD AVE & ROOSEVELT CRES & W 15TH ST,Property Damage Only,August   ,NORTH VANCOUVER,2020,1,49.322016,-123.104963
